taxonomy_id	name	rank	lineage	SRR13439799_diamond.diamond	SRR13439802_diamond.diamond	SRR13439790_diamond.diamond	SRR13439813_diamond.diamond
1542477	Prochlorococcus phage P-TIM68	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kyanoviridae;Haifavirus;Haifavirus tim68	0	0	0	1
2701	Gardnerella	genus	Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Gardnerella	0	0	0	2
3041619	Arsenophonus sp. aPb	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Arsenophonus;Arsenophonus sp. aPb	0	0	0	2
2250291	Mycobacterium phage Aminay	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Weiservirinae;Aminayvirus;Aminayvirus aminay	0	0	0	2
2520516	unclassified Machinavirus	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Machinavirus	0	0	0	3
56956	Thermus brockianus	species	Bacteria;Terrabacteria group;Deinococcota;Deinococci;Thermales;Thermaceae;Thermus;Thermus brockianus	0	0	0	8
2867016	Leisingera sp. S132	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Leisingera;Leisingera sp. S132	0	0	0	5
718217	cyanobacterium endosymbiont of Epithemia turgida	species	Bacteria;Terrabacteria group;Cyanobacteriota;cyanobacterium endosymbiont of Epithemia turgida	0	0	0	2
488	Neisseria mucosa	species	Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria mucosa	0	0	0	1
2836048	Microbacterium phage Footloose	species	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Microbacterium phage Footloose	0	0	0	4
1871076	Flavobacterium azooxidireducens	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium azooxidireducens	0	0	0	1
573174	Vibrio phage henriette 12B8	species	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Vibrio phage henriette 12B8	0	0	0	2
10406	Ground squirrel hepatitis virus	species	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus;Ground squirrel hepatitis virus	0	0	0	2
940614	Granulicella mallensis	species	Bacteria;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Granulicella;Granulicella mallensis	0	0	0	2
2719023	Saccharopolyspora sp. ASAGF58	species	Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;Saccharopolyspora sp. ASAGF58	0	0	0	3
1538804	Vibrio phage VpKK5	species	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Queuovirinae;Vibrio phage VpKK5	0	0	0	2
2490939	Anabaena sp. YBS01	species	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Nostocaceae;Anabaena;Anabaena sp. YBS01	0	0	0	2
2779360	Marixanthomonas sp. SCSIO 43207	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Marixanthomonas;Marixanthomonas sp. SCSIO 43207	0	0	0	1
2969247	Aeromicrobium wangtongii	species	Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Aeromicrobium;Aeromicrobium wangtongii	0	0	0	1
2802975	Desulfuromonas versatilis	species	Bacteria;Thermodesulfobacteriota;Desulfuromonadia;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas;Desulfuromonas versatilis	0	0	0	1
2109913	Melaminivora suipulveris	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Melaminivora;Melaminivora suipulveris	0	0	0	1
1962671	Serratia phage BF	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Eneladusvirus;Eneladusvirus BF	0	0	0	2
1850252	Tenacibaculum todarodis	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum;Tenacibaculum todarodis	0	0	0	1
118163	Pleurocapsa sp. PCC 7327	species	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Pleurocapsales;Hyellaceae;Pleurocapsa;Pleurocapsa sp. PCC 7327	0	0	0	1
43057	Cereibacter azotoformans	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Cereibacter;Cereibacter azotoformans	0	0	0	1
533205	Holophagae	class	Bacteria;Acidobacteriota;Holophagae	0	0	0	1
656366	Arthrobacter alpinus	species	Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;Arthrobacter alpinus	0	0	0	1
361177	Altererythrobacter	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter	0	0	0	2
370777	Arenimonas daejeonensis	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;Arenimonas daejeonensis	0	0	0	1
370405	Gallionella capsiferriformans	species	Bacteria;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Gallionellaceae;Gallionella;Gallionella capsiferriformans	0	0	0	2
2942908	Candidatus Nitrosacidococcus sp. I8	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Candidatus Nitrosacidococcus;Candidatus Nitrosacidococcus sp. I8	0	0	0	1
29549	Rhodothermus marinus	species	Bacteria;FCB group;Rhodothermota;Rhodothermia;Rhodothermales;Rhodothermaceae;Rhodothermus;Rhodothermus marinus	0	0	0	1
2763006	Streptomyces buecherae	species	Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces buecherae	0	0	0	1
536444	Cyanophage P-RSM1	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kyanoviridae;Emcearvirus;Emcearvirus gerard	0	0	0	1
2617802	unclassified Mucilaginibacter	no rank	Bacteria;FCB group;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter	0	0	0	1
3034230	Microbulbifer sp. VAAF005	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae;Microbulbifer;Microbulbifer sp. VAAF005	0	0	0	1
2843216	Miltoncostaea oceani	species	Bacteria;Terrabacteria group;Actinomycetota;Thermoleophilia;Miltoncostaeales;Miltoncostaeaceae;Miltoncostaea;Miltoncostaea oceani	0	0	0	2
150247	Anoxybacillus	genus	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Anoxybacillus	0	0	0	1
3035694	Tissierella sp. Yu-01	species	Bacteria;Terrabacteria group;Bacillota;Tissierellia;Tissierellales;Tissierellaceae;Tissierella;Tissierella sp. Yu-01	0	0	0	1
160798	Marinitoga	genus	Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Marinitoga	0	0	0	2
2853007	unclassified Queuovirinae	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Queuovirinae	0	0	0	1
1940612	Pigmentiphaga aceris	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pigmentiphaga;Pigmentiphaga aceris	0	0	0	2
1888890	Cellulophaga omnivescoria	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cellulophaga;Cellulophaga omnivescoria	0	0	0	1
3003729	Pseudomonas phage MiCath	species	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Pseudomonas phage MiCath	0	0	0	1
2029849	Marinicauda algicola	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Maricaulales;Maricaulaceae;Marinicauda;Marinicauda algicola	0	0	0	1
1353891	Achromobacter deleyi	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter deleyi	0	0	0	1
2861284	Janthinobacterium sp. PAMC25594	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium;Janthinobacterium sp. PAMC25594	0	0	0	1
2894587	Stenotrophomonas phage vB_SM_ytsc_ply2008005c	species	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Stenotrophomonas phage vB_SM_ytsc_ply2008005c	0	0	0	1
54304	Planktothrix	genus	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae;Planktothrix	0	0	0	2
2907205	Tellurirhabdus bombi	species	Bacteria;FCB group;Bacteroidota;Cytophagia;Cytophagales;Spirosomataceae;Tellurirhabdus;Tellurirhabdus bombi	0	0	0	1
1211322	Deinococcus metallilatus	species	Bacteria;Terrabacteria group;Deinococcota;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus metallilatus	0	0	0	1
1936990	Nitrospira sp. KM1	species	Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira sp. KM1	0	0	0	1
2315628	Escherichia phage LL11	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Molineuxvirinae;Vectrevirus;Vectrevirus LL11	0	0	0	1
208216	Parvularcula bermudensis	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Parvularculales;Parvularculaceae;Parvularcula;Parvularcula bermudensis	0	0	0	1
2589903	Mesorhizobium sp. B2-8-5	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium sp. B2-8-5	0	0	0	1
2843425	Muldoonvirus	genus	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Muldoonvirus	0	0	0	3
392733	Terriglobus	genus	Bacteria;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Terriglobus	0	0	0	1
214851	Subdoligranulum variabile	species	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Subdoligranulum;Subdoligranulum variabile	0	0	0	2
198214	Shigella flexneri 2a str. 301	strain	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella flexneri;Shigella flexneri 2a;Shigella flexneri 2a str. 301	0	0	0	1
2724191	Ferrimonas lipolytica	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Ferrimonas;Ferrimonas lipolytica	0	0	0	1
2202249	Streptosporangium sp. 'caverna'	species	Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Streptosporangium;Streptosporangium sp. 'caverna'	0	0	0	2
2926709	Aliirhizobium (sic) terrae	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Alirhizobium;Aliirhizobium (sic) terrae	0	0	0	2
426	Methylosinus trichosporium	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae;Methylosinus;Methylosinus trichosporium	0	0	0	1
1784713	Flavobacterium arcticum	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium arcticum	0	0	0	1
2843411	Lahexavirus	genus	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Lahexavirus	0	0	0	3
1325564	Nitrospira japonica	species	Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira japonica	0	0	0	1
3003260	Flavobacterium gelatinilyticum	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium gelatinilyticum	0	0	0	1
2878534	Kaistella polysaccharea	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Kaistella;Kaistella polysaccharea	0	0	0	2
111500	Allomuricauda	genus	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Allomuricauda	0	0	0	4
947919	Desulfosarcina widdelii	species	Bacteria;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;Desulfosarcina;Desulfosarcina widdelii	0	0	0	1
214856	Alistipes finegoldii	species	Bacteria;FCB group;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes finegoldii	0	0	0	1
7	Azorhizobium caulinodans	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Azorhizobium;Azorhizobium caulinodans	0	0	0	2
28151	Serratia proteamaculans	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;Serratia proteamaculans	0	0	0	2
56448	Xanthomonas arboricola	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Xanthomonas;Xanthomonas arboricola	0	0	0	1
3016636	Diaphorobacter sp. ED-3	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Diaphorobacter;Diaphorobacter sp. ED-3	0	0	0	1
400060	Paludibacterium	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Paludibacterium	0	0	0	1
1702250	Pseudomonas sp. IB20	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. IB20	0	0	0	2
1218801	Kordia antarctica	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Kordia;Kordia antarctica	0	0	0	1
2048978	Pseudomonas phage tabernarius	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Tabernariusvirus;Tabernariusvirus tabernarius	0	0	0	1
652764	Azospirillum sp. TSH100	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;Azospirillum sp. TSH100	0	0	0	1
1717717	Labilibaculum antarcticum	species	Bacteria;FCB group;Bacteroidota;Bacteroidia;Marinilabiliales;Marinifilaceae;Labilibaculum;Labilibaculum antarcticum	0	0	0	1
2617746	unclassified Microvirga	no rank	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Microvirga	0	0	0	1
941058	Bacillus phage SP-10	species	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Herelleviridae;Spounavirinae;Bacillus phage SP-10	0	0	0	2
879274	Shinella sp. HZN7	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Shinella;Shinella sp. HZN7	0	0	0	1
2723776	Lichenihabitans	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Lichenihabitantaceae;Lichenihabitans	0	0	0	5
590	Salmonella	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella	0	0	0	1
2932259	Halobacillus amylolyticus	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Halobacillus;Halobacillus amylolyticus	0	0	0	1
2815343	Nitrogeniibacter aestuarii	species	Bacteria;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Nitrogeniibacter;Nitrogeniibacter aestuarii	0	0	0	2
2486855	Arthrobacter sulfonylureivorans	species	Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;Arthrobacter sulfonylureivorans	0	0	0	1
754042	Synechococcus phage S-SKS1	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Llyrvirus;Llyrvirus SSKS1	0	0	0	2
1117	Cyanobacteriota	phylum	Bacteria;Terrabacteria group;Cyanobacteriota	0	0	0	1
38300	Streptomyces pristinaespiralis	species	Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces pristinaespiralis	0	0	0	1
1175445	Methanocella arvoryzae	species	Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanocellales;Methanocellaceae;Methanocella;Methanocella arvoryzae	0	0	0	2
185951	Sphingomonas aerolata	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas aerolata	0	0	0	4
102134	Desulfoscipio gibsoniae	species	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales;Desulfallaceae;Desulfoscipio;Desulfoscipio gibsoniae	0	0	0	2
261963	Kangiella	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Kangiellales;Kangiellaceae;Kangiella	0	0	0	2
1295327	Croceicoccus	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Croceicoccus	0	0	0	3
2861782	Paraburkholderia edwinii	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia edwinii	0	0	0	1
2952477	Rhizobium sp. SSA_523	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium sp. SSA_523	0	0	0	1
1069220	Mycolicibacillus koreensis	species	Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacillus;Mycolicibacillus koreensis	0	0	0	1
2054915	Pseudomonas sp. 09C 129	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. 09C 129	0	0	0	1
2898442	Bradyrhizobium sp. 62B	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium sp. 62B	0	0	0	2
2493669	Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1	0	0	0	2
547228	Bacillus phage PM1	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Pemunavirus;Pemunavirus PM1	0	0	0	1
2885633	Flavobacterium sp. N1719	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium sp. N1719	0	0	0	1
3708	Brassica napus	species	Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Magnoliopsida;Embryophyta;Brassicales;Brassicaceae;Brassiceae;Brassica;Brassica napus	0	0	0	1
2886510	Sphingobacterium paramultivorum	species	Bacteria;FCB group;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium paramultivorum	0	0	0	1
2054	Gordonia bronchialis	species	Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Gordoniaceae;Gordonia;Gordonia bronchialis	0	0	0	2
34018	Rhodospirillum centenum	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillum;Rhodospirillum centenum	0	0	0	3
1648182	Streptomyces yangpuensis	species	Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces yangpuensis	0	0	0	2
467976	Iamia majanohamensis	species	Bacteria;Terrabacteria group;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Iamia;Iamia majanohamensis	0	0	0	1
2884022	Capillimicrobium parvum	species	Bacteria;Terrabacteria group;Actinomycetota;Thermoleophilia;Solirubrobacterales;Capillimicrobiaceae;Capillimicrobium;Capillimicrobium parvum	0	0	0	1
1765964	Acidihalobacter	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Acidihalobacter	0	0	0	1
476	Moraxella bovis	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella;Moraxella bovis	0	0	0	1
39773	Methylomicrobium	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomicrobium	0	0	0	1
1985285	Ounavirinae	subfamily	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Ounavirinae	0	0	0	2
93222	Pandoraea sputorum	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;Pandoraea sputorum	0	0	0	2
311230	Paraburkholderia terrae	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia terrae	0	0	0	2
2863832	Escherichia phage vB_EcoS-phiEc3	species	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Guernseyvirinae;Kagunavirus;Escherichia phage vB_EcoS-phiEc3	0	0	0	1
2953749	Halorussus vallis	species	Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haladaptataceae;Halorussus;Halorussus vallis	0	0	0	1
2183911	Salinisphaera sp. LB1	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Salinisphaerales;Salinisphaeraceae;Salinisphaera;Salinisphaera sp. LB1	0	0	0	2
371142	Sphingobacterium daejeonense	species	Bacteria;FCB group;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium daejeonense	0	0	0	1
1424294	Geosporobacter ferrireducens	species	Bacteria;Terrabacteria group;Bacillota;Clostridia;Peptostreptococcales;Thermotaleaceae;Geosporobacter;Geosporobacter ferrireducens	0	0	0	1
2636767	unclassified Mycolicibacterium	no rank	Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium	0	0	0	1
2732364	Burkholderia sp. MBR-1	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia sp. MBR-1	0	0	0	2
992289	Flavobacterium nitratireducens	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium nitratireducens	0	0	0	1
2866628	Diaphorobacter sp. MNS-0	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Diaphorobacter;Diaphorobacter sp. MNS-0	0	0	0	2
2093824	Candidatus Nanosynbacter lyticus	species	Bacteria;Bacteria candidate phyla;Candidatus Saccharibacteria;Candidatus Saccharimonadia;Candidatus Nanosynbacterales;Candidatus Nanosynbacteraceae;Candidatus Nanosynbacter;Candidatus Nanosynbacter lyticus	0	0	0	2
1827195	Caballeronia	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Caballeronia	0	0	0	1
2725477	Pseudomonas tohonis	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas tohonis	0	0	0	1
1844971	Curvibacter sp. AEP1-3	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter;Curvibacter sp. AEP1-3	0	0	0	1
1982576	Johnsonvirus	genus	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Schitoviridae;Erskinevirinae;Johnsonvirus	0	0	0	1
2646786	unclassified Caballeronia	no rank	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Caballeronia	0	0	0	2
2749426	Pseudomonas phage vB_PsyP_3MF5	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Studiervirinae;Warsawvirus;Warsawvirus 3MF5	0	0	0	1
332158	Larkinella insperata	species	Bacteria;FCB group;Bacteroidota;Cytophagia;Cytophagales;Spirosomataceae;Larkinella;Larkinella insperata	0	0	0	1
2507538	Muriicola soli	species	Bacteria;FCB group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Muriicola;Muriicola soli	0	0	0	1
1913578	Sphingorhabdus lutea	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus;Sphingorhabdus lutea	0	0	0	1
308754	Rhodovulum sp. MB263	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Rhodovulum;Rhodovulum sp. MB263	0	0	0	1
2703789	Mucilaginibacter sp. 14171R-50	species	Bacteria;FCB group;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter sp. 14171R-50	0	0	0	1
1335061	Pseudorhizobium flavum	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Pseudorhizobium;Pseudorhizobium flavum	0	0	0	6
556257	Pseudolabrys	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Pseudolabrys	0	0	0	2
2115967	Burkholderia phage vB_BmuP_KL4	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kelquatrovirus;Kelquatrovirus KL4	0	0	0	1
680277	Kuravirus	genus	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Gordonclarkvirinae;Kuravirus	0	0	0	1
2546359	Gloeothece verrucosa	species	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Aphanothecaceae;Gloeothece;Gloeothece verrucosa	0	0	0	2
135719	Sphingobium amiense	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium amiense	0	0	0	2
1328030	Cellulophaga phage phi13:2	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Pachyviridae;Baltivirus;Baltivirus phi13duo	0	0	0	1
172827	Meiothermus taiwanensis	species	Bacteria;Terrabacteria group;Deinococcota;Deinococci;Thermales;Thermaceae;Meiothermus;Meiothermus taiwanensis	0	0	0	2
2760308	Propioniciclava sp. MC1595	species	Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Propioniciclava;Propioniciclava sp. MC1595	0	0	0	2
689	Vibrio mediterranei	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio mediterranei	0	0	0	2
474942	Ophiocordycipitaceae	family	Eukaryota;Fungi;Dikarya;Ascomycota;Pezizomycotina;Opisthokonta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Ophiocordycipitaceae	0	0	0	1
5854	Plasmodium reichenowi	species	Eukaryota;Sar;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium (Laverania);Plasmodium reichenowi	0	0	0	1
2495594	Geobacter sp. SVR	species	Bacteria;Thermodesulfobacteriota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter;Geobacter sp. SVR	0	0	0	1
