readID	seqID	taxID	score	2ndBestScore	hitLength	queryLength	numMatches
SRR13439799.14400	unclassified	0	0	0	0	1015	1
SRR13439799.14350	NC_000021.9	9606	1156	164	49	1289	1
SRR13439799.14409	unclassified	0	0	0	0	1444	1
SRR13439799.14434	unclassified	0	0	0	0	1149	1
SRR13439799.14425	unclassified	0	0	0	0	1287	1
SRR13439799.14418	unclassified	0	0	0	0	1445	1
SRR13439799.14413	NC_000016.10	9606	625	625	40	1295	4
SRR13439799.14413	NC_000013.11	9606	625	625	40	1295	4
SRR13439799.14413	NC_000002.12	9606	625	625	40	1295	4
SRR13439799.14413	NC_000017.11	9606	625	625	40	1295	4
SRR13439799.14459	unclassified	0	0	0	0	1267	1
SRR13439799.14504	unclassified	0	0	0	0	1150	1
SRR13439799.14484	NC_000013.11	9606	144	144	27	1461	2
SRR13439799.14484	NC_000002.12	9606	144	144	27	1461	2
SRR13439799.14669	unclassified	0	0	0	0	1112	1
SRR13439799.14684	NC_000003.12	9606	64	0	23	1276	1
SRR13439799.14465	unclassified	0	0	0	0	1004	1
SRR13439799.14701	NC_000001.11	9606	100	0	25	1021	1
SRR13439799.14695	NT_187549.1	9606	400	400	35	1721	2
SRR13439799.14695	NC_000005.10	9606	400	400	35	1721	2
SRR13439799.14677	cid|172045	172045	81	0	24	1171	1
SRR13439799.14342	NC_000011.10	9606	64	64	23	3343	2
SRR13439799.14342	NC_000006.12	9606	64	64	23	3343	2
SRR13439799.14514	NC_000004.12	9606	64	64	23	1146	2
SRR13439799.14514	NC_000023.11	9606	64	64	23	1146	2
SRR13439799.14573	unclassified	0	0	0	0	1263	1
SRR13439799.14466	NC_000001.11	9606	64	0	23	2544	1
SRR13439799.14663	NC_000023.11	9606	290	0	54	3168	1
SRR13439799.14713	unclassified	0	0	0	0	1155	1
SRR13439799.14714	cid|340044	340044	64	0	23	1118	1
SRR13439799.14725	unclassified	0	0	0	0	1371	1
SRR13439799.14719	NC_000003.12	9606	100	100	25	1534	2
SRR13439799.14719	NC_000006.12	9606	100	100	25	1534	2
SRR13439799.14750	unclassified	0	0	0	0	1532	1
SRR13439799.14728	NC_000007.14	9606	233	0	51	1390	1
SRR13439799.14764	cid|401619	401619	64	0	23	1207	1
SRR13439799.14776	unclassified	0	0	0	0	1449	1
SRR13439799.14871	unclassified	0	0	0	0	1125	1
SRR13439799.14836	unclassified	0	0	0	0	1669	1
SRR13439799.14844	NC_000018.10	9606	81	81	24	1302	3
SRR13439799.14844	NC_000001.11	9606	81	81	24	1302	3
SRR13439799.14844	NC_000010.11	9606	81	81	24	1302	3
SRR13439799.14874	unclassified	0	0	0	0	1101	1
SRR13439799.14876	NC_000018.10	9606	64	0	23	1069	1
SRR13439799.14786	unclassified	0	0	0	0	1036	1
SRR13439799.14881	unclassified	0	0	0	0	1175	1
SRR13439799.14891	NC_000015.10	9606	324	0	33	1021	1
SRR13439799.14924	unclassified	0	0	0	0	1172	1
SRR13439799.14884	NC_000011.10	9606	64	0	23	1669	1
SRR13439799.14945	NC_000009.12	9606	81	0	24	1034	1
SRR13439799.14896	NW_012132915.1	9606	64	64	23	1770	2
SRR13439799.14896	NC_000002.12	9606	64	64	23	1770	2
SRR13439799.14897	NC_000008.11	9606	625	0	40	1557	1
SRR13439799.14925	NC_000009.12	9606	64	0	23	1409	1
SRR13439799.14940	NC_000009.12	9606	169	169	28	1283	2
SRR13439799.14940	NC_000006.12	9606	169	169	28	1283	2
SRR13439799.14926	NC_000011.10	9606	265	144	53	1579	1
SRR13439799.14946	unclassified	0	0	0	0	1262	1
SRR13439799.14969	NC_000001.11	9606	144	144	27	1043	3
SRR13439799.14969	NC_000006.12	9606	144	144	27	1043	3
SRR13439799.14969	NC_000009.12	9606	144	144	27	1043	3
SRR13439799.14949	unclassified	0	0	0	0	1330	1
SRR13439799.14985	unclassified	0	0	0	0	1098	1
SRR13439799.14987	unclassified	0	0	0	0	1047	1
SRR13439799.14983	NT_187662.1	9606	196	100	29	1750	1
SRR13439799.14991	NC_000019.10	9606	324	64	33	1097	1
SRR13439799.14995	NC_000006.12	9606	289	196	32	1002	1
SRR13439799.14998	unclassified	0	0	0	0	1220	1
SRR13439799.15012	unclassified	0	0	0	0	1128	1
SRR13439799.15052	unclassified	0	0	0	0	1110	1
SRR13439799.15053	NC_000021.9	9606	100	0	25	1037	1
SRR13439799.15019	unclassified	0	0	0	0	1428	1
SRR13439799.15066	unclassified	0	0	0	0	1258	1
SRR13439799.15138	NC_000001.11	9606	121	121	26	1108	2
SRR13439799.15138	NC_000008.11	9606	121	121	26	1108	2
SRR13439799.15207	NC_000015.10	9606	121	81	26	1059	1
SRR13439799.15170	NC_000008.11	9606	81	0	24	1117	1
SRR13439799.15230	NC_000008.11	9606	64	64	23	1195	2
SRR13439799.15230	NC_000015.10	9606	64	64	23	1195	2
SRR13439799.15211	NC_000005.10	9606	196	196	29	1080	2
SRR13439799.15211	NC_000008.11	9606	196	196	29	1080	2
SRR13439799.15108	NC_000012.12	9606	324	324	33	1157	5
SRR13439799.15108	NC_000004.12	9606	324	324	33	1157	5
SRR13439799.15108	NC_000003.12	9606	324	324	33	1157	5
SRR13439799.15108	NC_000008.11	9606	324	324	33	1157	5
SRR13439799.15108	NC_000011.10	9606	324	324	33	1157	5
SRR13439799.15237	unclassified	0	0	0	0	1167	1
SRR13439799.15238	unclassified	0	0	0	0	1323	1
SRR13439799.15275	unclassified	0	0	0	0	1067	1
SRR13439799.15271	NC_000010.11	9606	100	0	25	1167	1
SRR13439799.15291	unclassified	0	0	0	0	1141	1
SRR13439799.15104	NC_000023.11	9606	225	81	30	2598	1
SRR13439799.15266	NC_000002.12	9606	121	121	26	1644	3
SRR13439799.15266	NC_000013.11	9606	121	121	26	1644	3
SRR13439799.15266	NC_000007.14	9606	121	121	26	1644	3
SRR13439799.15305	NC_014637.1	693272	64	0	23	1197	1
SRR13439799.15308	cid|197614	197614	64	0	23	1365	1
SRR13439799.15351	unclassified	0	0	0	0	1031	1
SRR13439799.15372	unclassified	0	0	0	0	1045	1
SRR13439799.15341	unclassified	0	0	0	0	1662	1
SRR13439799.15389	unclassified	0	0	0	0	1008	1
SRR13439799.15347	NC_000006.12	9606	144	0	27	1767	1
SRR13439799.15401	unclassified	0	0	0	0	1089	1
SRR13439799.15382	gnl|uv	32630	64	64	23	1771	2
SRR13439799.15382	gnl|uv	32630	64	64	23	1771	2
SRR13439799.15357	unclassified	0	0	0	0	1855	1
SRR13439799.15391	unclassified	0	0	0	0	1547	1
SRR13439799.15483	NC_000011.10	9606	121	64	26	1129	1
SRR13439799.15555	unclassified	0	0	0	0	1260	1
SRR13439799.15535	NC_000001.11	9606	64	0	23	2044	1
SRR13439799.15460	NC_000015.10	9606	1296	1156	51	1553	1
SRR13439799.15469	NC_000002.12	9606	324	169	33	1524	1
SRR13439799.15420	NC_000011.10	9606	400	400	35	1623	2
SRR13439799.15420	NC_000004.12	9606	400	400	35	1623	2
SRR13439799.15521	unclassified	0	0	0	0	1098	1
SRR13439799.15561	unclassified	0	0	0	0	1033	1
SRR13439799.15441	NC_000006.12	9606	64	0	23	1885	1
SRR13439799.15492	NC_000010.11	9606	100	81	25	1843	1
SRR13439799.15629	unclassified	0	0	0	0	1151	1
SRR13439799.15631	unclassified	0	0	0	0	1295	1
SRR13439799.15613	NC_000002.12	9606	100	100	25	1160	2
SRR13439799.15613	NC_000014.9	9606	100	100	25	1160	2
SRR13439799.15594	NC_002023.1	211044	5582	0	198	1086	1
SRR13439799.15595	NC_000014.9	9606	64	0	23	1011	1
SRR13439799.14860	unclassified	0	0	0	0	1134	1
SRR13439799.15662	NC_000019.10	9606	441	0	36	3893	1
SRR13439799.15639	NT_167248.2	9606	64	64	23	2232	3
SRR13439799.15639	NC_000016.10	9606	64	64	23	2232	3
SRR13439799.15639	NC_000006.12	9606	64	64	23	2232	3
SRR13439799.15697	unclassified	0	0	0	0	1135	1
SRR13439799.15694	NC_000005.10	9606	169	100	28	1788	1
SRR13439799.15648	cid|165096	165096	64	0	23	1783	1
SRR13439799.15709	NC_000010.11	9606	361	324	34	1017	1
SRR13439799.15715	unclassified	0	0	0	0	1381	1
SRR13439799.15549	NC_000002.12	9606	225	144	30	1028	1
SRR13439799.15569	unclassified	0	0	0	0	1588	1
SRR13439799.15682	gnl|uv	32630	81	0	24	1086	1
SRR13439799.15731	unclassified	0	0	0	0	1058	1
SRR13439799.15749	NC_000002.12	9606	121	0	26	1187	1
SRR13439799.15772	unclassified	0	0	0	0	1073	1
SRR13439799.15785	unclassified	0	0	0	0	1207	1
SRR13439799.15836	unclassified	0	0	0	0	1133	1
SRR13439799.15855	unclassified	0	0	0	0	1250	1
SRR13439799.15886	cid|28183	28183	64	0	23	1183	1
SRR13439799.15847	NC_000012.12	9606	100	0	25	1251	1
SRR13439799.15913	NC_000015.10	9606	100	64	25	1172	1
SRR13439799.15813	unclassified	0	0	0	0	1321	1
SRR13439799.15845	NC_000006.12	9606	100	64	25	1057	1
SRR13439799.15911	NC_000008.11	9606	64	64	23	1086	5
SRR13439799.15911	NT_187576.1	9606	64	64	23	1086	5
SRR13439799.15911	NC_000023.11	9606	64	64	23	1086	5
SRR13439799.15911	NC_000015.10	9606	64	64	23	1086	5
SRR13439799.15911	NC_000003.12	9606	64	64	23	1086	5
SRR13439799.15874	NC_000001.11	9606	468	0	60	1730	1
SRR13439799.15850	NC_000006.12	9606	441	0	36	1158	1
SRR13439799.15972	NC_000023.11	9606	64	0	23	1472	1
SRR13439799.15926	unclassified	0	0	0	0	1300	1
SRR13439799.15981	NC_000002.12	9606	400	0	35	1205	1
SRR13439799.15997	NC_000019.10	9606	100	100	25	1145	4
SRR13439799.15997	NC_000013.11	9606	100	100	25	1145	4
SRR13439799.15997	NC_000011.10	9606	100	100	25	1145	4
SRR13439799.15997	NT_187388.1	9606	100	100	25	1145	4
SRR13439799.16000	NC_000005.10	9606	64	0	23	2112	1
